ASN;Info
AS1772;DNIC-AS-01772, US
AS1773;-Reserved AS-, ZZ
AS1774;HEANET-IE Higher Education Authority Network HEAnet, EU
AS1775;FMCC-1, US
AS1776;Wirtschaftsuniversitaet Wien, AT
AS1777;SAINT-XAVIER-UNIVERSITY-CHICAGO, US
AS1778;DNIC-AS-01778, US
AS1779;PSTAR-AS, US
AS1780;VALNET Valmet Oyj, FI
AS1781;KAIST-DAEJEON-AS-KR Korea Advanced Institute of Science and Technology, KR
AS1782;QIAGEN-01, US
AS1783;TAL-ASN, US
AS1784;GCFA-ASN02, US
AS1785;AS-PAETEC-NET, US
AS1786;AIXSERV-AS, US
AS1787;THOMSON-REUTERS, US
AS1788;SONAMNET, US
AS1789;SPRINTLINK1, US
AS1790;SPRINTLINK2, US
AS1791;SPRINTLINK3, US
AS1792;SPRINTLINK4, US
AS1793;SPRINTLINK5, US
AS1794;SPRINTLINK6, US
AS1795;SPRINTLINK7, US
AS1796;GRADED-LABS-LLC, US
AS1797;Uruguay, UY
AS1798;OREGON, US
AS1799;ICMNET-1, US
AS1800;ICM-ATLANTIC, US
AS1801;ICMNET-3, US
AS1802;ICMNET-4, US
AS1803;ICMNET-5, US
AS1804;ICMNET-6, US
AS1805;ICMNET-7, US
AS1806;ICMNET-8, US
AS1807;ICMNET-9, US
AS1808;ICMNET-10, US
AS1809;PTFS, US
AS1810;CSC-300-AS1810-AS1815, US
AS1811;CSC-300-AS1810-AS1815, US
AS1812;CSC-300-AS1810-AS1815, US
AS1813;CSC-300-AS1810-AS1815, US
AS1814;CSC-300-AS1810-AS1815, US
AS1815;CSC-300-AS1810-AS1815, US
AS1816;FSDN-LLC, US
AS1817;AS-SCSENGINEERS, US
AS1818;DIALKENTUCKY, US
AS1819;DCM-CABLE, US
AS1820;WNET, US
AS1821;NETWORKINV-AS1, US
AS1822;PHXAS, US
AS1823;HANNAH-MOTOR, US
AS1824;HOSTING, CA
AS1825;SETCLEAR, SG
AS1826;UNIVERSITY-OF-ARKANSAS-FORT-SMITH, US
AS1827;MANAT-AS1, US
AS1828;UNITAS, US
AS1829;NOTES, US
AS1830;GULF-COAST-STATE-COLLEGE, US
AS1831;ITESO, A.C., MX
AS1832;SMU, US
AS1833;TELIANET-USA TeliaNet USA, EU
AS1834;DNIC-AS-01834, US
AS1835;FSKNET-DK Forskningsnettet - Danish network for Research and Education, EU
AS1836;GREEN green.ch AG Autonomous System, CH
AS1837;NCIA NATO Communications and Information Agency, EU
AS1838;CERFNET-2, US
AS1839;DNA-SCN, US
AS1840;Universidad de Las Americas-Puebla, MX
AS1841;CP-AS-LHR CP-AS-LHR, EU
AS1842;USGS-AS, US
AS1843;AS1843-7, US
AS1844;AS1843-7, US
AS1845;AS1843-7, US
AS1846;AS1843-7, US
AS1847;AS1843-7, US
AS1848;AS1848, US
AS1849;Verizon UK Limited, EU
AS1850;ISNIC IS TLD AdminReykjavik Internet Exchange RIX, IS
AS1851;ADELAIDE-UNIVERSITY-AS-AP The University of Adelaide, AU
AS1852;UCDC-NET, US
AS1853;ACONET ACOnet Backbone, AT
AS1854;NOVOGROUP CGI Suomi Oy, Karvaamokuja 2, PL 38, 00381 Helsinki, FINLAND, EU
AS1855;RBT-EDGE, US
AS1856;DISN-PILOTNET2, US
AS1857;DISN-PILOTNET3, US
AS1858;DISN-PILOTNET4, US
AS1859;DISN-PILOTNET5, US
AS1860;DISN-PILOTNET6, US
AS1861;DISN-PILOTNET7, US
AS1862;DISN-PILOTNET8, US
AS1863;DISN-PILOTNET9, US
AS1864;DISN-PILOTNET10, US
AS1865;DISN-PILOTNET11, US
AS1866;DISN-PILOTNET12, US
AS1867;DISN-PILOTNET13, US
AS1868;DISN-PILOTNET14, US
AS1869;DISN-PILOTNET15, US
AS1870;3COM-EUR, US
AS1871;3COM-USA, US
AS1872;3COM-HDQ, US
AS1873;HPES, US
AS1874;HPES, US
AS1875;SMU-GWB, US
AS1876;SEAS, US
AS1878;STUPI, SE
AS1879;STUPI, SE
AS1880;STUPI, SE
AS1881;FMV, SE
AS1882;STUPI, SE
AS1883;STUPI, SE
AS1885;SBN-AS, TR
AS1886;BTNET, HR
AS1887;NASK-ACADEMIC, PL
AS1888;CWI-, NL
AS1889;HP-EUROPE-AS Hewlett Packard Europe S.A.S., EU
AS1890;Verizon Nederland, NL
AS1891;SCARLET2 Belgian Internet Service Backbone, BE
AS1892;DBP, DE
AS1893;Deutsches Klimarechenzentrum GmbH, DE
AS1895;FriedrichAlexanderUniversitaet ErlangenNuernberg, DE
AS1897;EUNET, PT
AS1898;VMUNIX www.vmunix.org, DE
AS1901;EUNETAT-AS A1 Telekom Austria AG, AT
AS1902;PAN-NET Deutsche Telekom Pan-Net s.r.o., SK
AS1903;GTSCZ-TRANSIT GTS Czech Republic Transit AS, EU
AS1904;DNIC-AS-01904, US
AS1905;DRC, US
AS1906;NORTHROP-GRUMMAN, US
AS1907;IPSERV-AS, US
AS1908;DNIC-AS-01908, US
AS1909;ALPHA-NAP-AS, US
AS1910;DNIC-ASBLK-01910-01914, US
AS1911;DNIC-ASBLK-01910-01914, US
AS1912;DNIC-ASBLK-01910-01914, US
AS1913;DNIC-ASBLK-01910-01914, US
AS1914;DNIC-ASBLK-01910-01914, US
AS1915;SEQUOIA-AS, US
AS1916;Rede Nacional de Ensino e Pesquisa, BR
AS1917;CTCSERV-AS, US
AS1918;DNIC-AS-01918, US
AS1919;UMASSNET-AS1919, US
AS1920;RADIANZ-AS-1920, US
AS1921;NICAT RcodeZero Anycast DNS, AT
AS1922;UAKOM UAKOM, SK
AS1923;Tampere Telelphone Company, EU
AS1924;DAFFY, US
AS1925;DNIC-AS-01925, US
AS1926;UTANET-AS, EU
AS1927;DNIC-AS-01927, US
AS1928;WRNL-PDVS, US
AS1929;UMASSNET-NET, US
AS1930;RCCN Fundacao para a Ciencia e a Tecnologia, I.P., PT
AS1931;HPES, US
AS1932;CONED, US
AS1933;DNIC-AS-01933, US
AS1934;ANS-RESTON-AS, US
AS1935;FR-RENATER-LIMOUSIN Reseau Regional Limousin, EU
AS1936;FR-RENATER-PICARDIE Reseau Regional Picardie, EU
AS1937;FR-CRATERE-2008 CRATERE AS Number, EU
AS1938;FR-RENATER-IRISA IrisaInria Rennes, EU
AS1939;FR-RENATER-POLYNESIE Reseau National de telecommunications pour la Technologie, EU
AS1940;FR-RENATER-R3LR Reseau Regional R3LR, EU
AS1941;FR-RENATER-CNRS-DSI-TRELAZE FR, EU
AS1942;FR-TIGRE Toile Informatique GREnobloise, EU
AS1943;FR-RENATER-RETECOR-1BIS Reseau Regional Corse, EU
AS1944;FR-RENATER-GREPA4-SFR Reseau regional Aquitaine GREPA4, EU
AS1945;FR-LYRES Lyon Recherche et Enseignement Superieur LyRES, EU
AS1946;FR-RENATER, EU
AS1947;FR-RENATER, EU
AS1948;FR-RENATER-SAPHIR Education and research network of the Saclay plateau, EU
AS1949;FR-RENATER, EU
AS1950;FR-RENATER, EU
AS1951;FR-RENATER, EU
AS1952;FR-RENATER, EU
AS1953;RENATER-ASNBLOCK FR-RENATER, EU
AS1954;RENATER-ASNBLOCK FR-RENATER, EU
AS1955;HBONE-AS KIFU, HU
AS1956;IBMEVS-AS, US
AS1957;ANSCIX-AS, US
AS1958;NCRWIN1958, US
AS1959;DNIC-AS-01959, US
AS1960;MARS-EUROPE ISI, EU
AS1961;MARS-AMERICAS ISI, EU
AS1962;MARS-ASIA-PACIFIC ISI, EU
AS1963;PENRIL-AS, US
AS1964;MCI-NETCS, US
AS1965;VISTRAENERGY-1965, US
AS1966;DNIC-AS-01966, US
AS1967;METU-NET Middle East Technical University Orta Dogu Teknik Universitesi, EU
AS1968;UMASSNET-AS1968, US
AS1969;TELEDYNE-AS, US
AS1970;TAMUS-NET, US
AS1971;DNIC-AS-01971, US
AS1972;HPN-ISIE, US
AS1973;PHNSY-SYLAN, US
AS1974;MEHEALTH-SOUTH, US
AS1975;PROQUEST-AS, US
AS1976;DNIC-AS-01976, US
AS1977;DNIC-AS-01977, US
AS1978;DNIC-AS-01978, US
AS1979;DNIC-AS-01979, US
AS1980;DNIC-AS-01980, US
AS1981;DNIC-AS-01981, US
AS1982;ASN-NWNEX, US
AS1983;BERNALILLO, US
AS1984;DNIC-AS-01984, US
AS1985;DNIC-AS-01985, US
AS1986;DNIC-AS-01986, US
AS1987;DNIC-AS-01987, US
AS1988;DNIC-AS-01988, US
AS1989;DNIC-AS-01989, US
AS1990;DNIC-AS-01990, US
AS1991;DNIC-AS-01991, US
AS1992;DNIC-AS-01992, US
AS1993;DNIC-AS-01993, US
AS1994;DNIC-AS-01994, US
AS1995;DNIC-AS-01995, US
AS1996;ASN1, US
AS1997;IBMDES-AS, US
AS1998;STATE-OF-MN, US
AS1999;HOUSE-AS-1, US
AS2000;IA-AS, US
AS2001;AS-NALCO-MPLS, US
AS2002;IBM-PV-AS, US
AS2003;EPRI-PA, US
AS2004;TNO Dutch organization for applied scientific research, NL
AS2005;INFONET1, US
AS2006;INFONET2, US
AS2007;INFONET3, US
AS2008;INFONET4, US
AS2009;BT-CLOUD-CONNECT, US
AS2010;INFONET6, US
AS2011;WELLSFARGO-2011, US
AS2012;ELTENET ELTENET, HU
AS2013;PACIFIC-GAS, US
AS2014;SPRINT-INTL, US
AS2015;MSEN-SYSTEM, US
AS2016;OTANET Otaniemi Science Park, EU
AS2017;KRPNET National Bureau of Investigation, FI
AS2018;TENET-1, ZA
AS2019;JPMORGAN-AS2019, US
AS2020;ADHESIVE-ASN, US
AS2021;UNISYS-INT, US
AS2022;SIEMENS-AS, US
AS2023;RUTYC, US
AS2024;NU, US
AS2025;UTOLEDO, US
AS2026;HELSINKI City of Helsinki, FI
AS2027;MILKYWAN MilkyWan, FR
AS2028;Nortel Plc, EU
AS2029;GGR-AS BNR Europe Limited, EU
AS2030;TBCASN2, US
AS2031;AWWASN, US
AS2032;DNIC-AS-02032, US
AS2033;PANIX, US
AS2034;OATK-AS2, US
AS2035;OATK-AS3, US
AS2036;JOANNEUM JOANNEUM RESEARCH, AT
AS2037;CSUFRESNO, US
AS2038;HEPNET, IT
AS2039;INFN-AS2 v.le Ercolani 8, IT
AS2040;INFN-AS3 v.le Ercolani 8, IT
AS2041;STNORBERTCOLLEGE, US
AS2042;GCT-HK HK Global Cloud DataCenter, HK
AS2043;CIS-NET, NL
AS2044;DF-PTL01, US
AS2045;FACILITIES ICL Data Oy, EU
AS2046;DNIC-AS-02046, US
AS2047;ASN-ROCHE-BASLE Global corporate IP network, CH
AS2048;LANET-1, US
AS2049;AVL-GRAZ AVL List GmbH, AT
AS2050;SPRINTCORP, US
AS2051;CISCO-EXT, US
AS2052;RJRNI-NFGI, US
AS2053;SPRINTCORP1, US
AS2054;DNIC-AS-02054, US
AS2055;LSU-1, US
AS2056;AOL-AS, US
AS2057;RENATER_ASNBLOCK1 FR-RENATER, EU
AS2058;RENATER_ASNBLOCK1 FR-RENATER, EU
AS2059;RENATER_ASNBLOCK1 FR-RENATER, EU
AS2060;FR-RENATER RENATER_ASNBLOCK1, EU
AS2061;FR-RENATER Reseau National de telecommunications pour la Technologie, EU
AS2062;FR-CEA-RENATER Commissariat a lEnergie Atomique, EU
AS2063;RENATER_ASNBLOCK1 FR-RENATER, EU
AS2064;RENATER_ASNBLOCK1 FR-RENATER, EU
AS2065;FR-RENATER-HDMON Reseau metropolitain de Montpellier HDMON, EU
AS2066;FR-RENATER RENATER, EU
AS2067;THDOC reseau regional tres haut debit dOccitanie, EU
AS2068;RENATER_ASNBLOCK1 FR-RENATER, EU
AS2069;RENATER_ASNBLOCK1 FR-RENATER, EU
AS2070;RENATER_ASNBLOCK1 FR-RENATER, EU
AS2071;FR-RENATER RENATER_ASNBLOCK1, EU
AS2072;FR-RENATER-REVE Reseau REVE, EU
AS2073;RENATER_ASNBLOCK1 FR-RENATER, EU
AS2074;FR-CRIHAN-ROUEN FR, EU
AS2075;RENATER_ASNBLOCK1 FR-RENATER, EU
AS2076;RENATER_ASNBLOCK1 FR-RENATER, EU
AS2077;RENATER_ASNBLOCK1 FR-RENATER, EU
AS2078;FR-RENATER RENATER_ASNBLOCK1, EU
AS2079;RENATER_ASNBLOCK1 FR-RENATER, EU
AS2080;RENATER_ASNBLOCK1 FR-RENATER, EU
AS2081;RENATER_ASNBLOCK1 FR-RENATER, EU
AS2082;RENATER_ASNBLOCK1 FR-RENATER, EU
AS2083;RENATER_ASNBLOCK1 FR-RENATER, EU
AS2084;RENATER_ASNBLOCK1 FR-RENATER, EU
AS2085;FR-RENATER-ASN-BLOCK RENATER-ASN-BLOCK, EU
AS2086;RENATER_ASNBLOCK1 FR-RENATER, EU
AS2087;RENATER_ASNBLOCK1 FR-RENATER, EU
AS2088;FR-RENATER-MAYOTTE Reseau National de telecommunications pour la Technologie, EU
AS2089;FR-MAN-CAEN FR, EU
AS2090;RENATER_ASNBLOCK1 FR-RENATER, EU
AS2091;FR-LHCONE-FRANCE LHC Open Network Environment - France, EU
AS2092;RENATER_ASNBLOCK1 FR-RENATER, EU
AS2093;RENATER_ASNBLOCK1 FR-RENATER, EU
AS2094;FR-TELECOM-MANAGEMENT-SUDPARIS Telecom & Management Sud Paris, EU
AS2095;RENATER_ASNBLOCK1 FR-RENATER, EU
AS2096;RENATER_ASNBLOCK1 FR-RENATER, EU
AS2097;RENATER_ASNBLOCK1 FR-RENATER, EU
AS2098;RENATER_ASNBLOCK1 FR-RENATER, EU
AS2099;RENATER_ASNBLOCK1 FR-RENATER, EU
AS2100;FR-INRIA5 Institut National de Recherche en Informatique, EU
AS2101;RENATER_ASNBLOCK1 FR-RENATER, EU
AS2102;RENATER_ASNBLOCK1 FR-RENATER, EU
AS2103;FR-IFREMER-BREST IFREMER Centre de Brest, EU
AS2104;RENATER_ASNBLOCK1 FR-RENATER, EU
AS2105;FR-RENATER-PIR2 Reseau Regional PICARDIE, EU
AS2106;RENATER_ASNBLOCK1 FR-RENATER, EU
AS2107;ARNES-NET Academic and Research Network of Slovenia, SI
AS2108;CARNET-AS J.Marohnica 5, 10000 Zagreb, HR
AS2109;TDC, DK
AS2110;AS-BTIRE BT Ireland was previously known as Esat Net, EUnet Ireland & IEUnet., IE
AS2111;SKYNET-AS, BG
AS2114;ESIC, ES
AS2115;OPEGIEKA-, PL
AS2116;GLOBALCONNECT-, NO
AS2117;Garching, Germany, DE
AS2118;RELCOM-AS Relcom Group 19.02.2019 , CZ
AS2119;TELENOR-NEXTEL Telenor Norge AS, NO
AS2121;RIPE-MEETING-AS, NL
AS2123;-Reserved AS-, ZZ
AS2124;-Reserved AS-, ZZ
AS2125;UUNET-WIN former UUNET Germany, DE
AS2128;INEX Internet Neutral Exchange Association Company Limited By Guarantee, IE
AS2129;HP-EUROPE-AS-TRADE, GB
AS2130;PHILIPS-GLOBAL-NETWORK, NL
AS2134;GSVNET-AS GS Virtual Network Produban, ES
AS2137;DNIC-AS-02137, US
AS2138;DOW2-AS, US
AS2139;DOW1-AS, US
AS2140;ISSC-AS, US
AS2141;DNIC-AS-02141, US
AS2142;AS2142, US
AS2143;AS2143, US
AS2144;ERX-ETAFE South Australian Government Department of Employment, AU
AS2145;COUGAR-WIRELESS, US
AS2146;CRNet: Red Nacional de Investigacion de C.R., CR
AS2147;PA-AS The Press Association Ltd, EU
AS2148;ITEP Institute of Theoretical and Experimental Physics, RU
AS2149;COGENT-2149, US
AS2150;CSUNET-SW, US
AS2151;CSUNET-SE, US
AS2152;CSUNET-NW, US
AS2153;CSUNET-NE, US
AS2154;HPINC, US
AS2155;HPINC, US
AS2156;HPINC, US
AS2157;HPINC, US
AS2158;HPINC, US
AS2159;HPINC, US
AS2160;HPINC, US
AS2161;HPINC, US
AS2162;HPINC, US
AS2163;HPINC, US
AS2164;HPINC, US
AS2165;HPINC, US
AS2166;HPINC, US
AS2167;HPINC, US
AS2168;HPINC, US
AS2169;HPINC, US
AS2170;HPINC, US
AS2171;HPINC, US
AS2172;HPINC, US
AS2173;HPINC, US
AS2174;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2175;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2176;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2177;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2178;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2179;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2180;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2181;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2182;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2183;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2184;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2185;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2186;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2187;FR-SYVIK Reseau regional pour l?enseignement, la recherche et linnovation en Normandie, EU
AS2188;FR-RENATER Reseau National de telecommunications pour la Technologie, EU
AS2189;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2190;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2191;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2192;FR-ANSBLOCK FR-RENATER, EU
AS2193;FR-RENATER-SRHD-2 Reseau regional Poitou-Charente, EU
AS2194;FR-RENATER-SEQUANET Reseau regional SEQUANET de collecte pour lenseignement superieur et la recherche, EU
AS2195;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2196;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2197;FR-ASNBLOCK FR-SPANIP, EU
AS2198;FR-TOM-NOUVELLE-CALEDONIE FR, EU
AS2199;FR-DOM-MARTINIQUE Iles de la Martinique, EU
AS2200;FR-RENATER Reseau National de telecommunications pour la Technologie, FR
AS2201;FR-ASNBLOCK FR-RENATER, EU
AS2202;FR-RENATER-REAUMUR Reseau Regional REAUMUR, EU
AS2203;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2204;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2205;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2206;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2207;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2208;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2209;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2210;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2211;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2212;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2213;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2214;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2215;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2216;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2217;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2218;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2219;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2220;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2221;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2222;FR-RENATER FR, EU
AS2223;FR-INRETS-ARCUEIL FR, EU
AS2224;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2225;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2226;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2227;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2228;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2229;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2230;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2231;FR-RENATER-U-PPA-PAU Universite de Pau et des Pays de lAdour, EU
AS2232;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2233;FR-RENATER-POUTOUCHAR Reseau Regional POITOU CHARENTE, EU
AS2234;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2235;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2236;FR-U-ORLEANS FR, EU
AS2237;FR-U-REAUMUR-BORDEAUX FR, EU
AS2238;FR-ASNBLOCK RENATER, EU
AS2239;FR-U-REIMS FR, EU
AS2240;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2241;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2242;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2243;FR-U-SCIENCES-NANTES FR, EU
AS2244;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2245;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2246;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2247;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2248;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2249;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2250;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2251;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2252;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2253;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2254;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2255;FR-ESPCI-PARIS ESPCI-PARIS, EU
AS2256;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2257;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2258;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2259;FR-U-STRASBOURG OSIRIS - UNIVERSITE DE STRASBOURG, EU
AS2260;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2261;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2262;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2263;FR-RENATER-IMTA-RENNES IMT Atlantique Bretagne-Pays de la Loire, EU
AS2264;FR-RESUBIE Reseau Universite de Bourgogne Iufm Ensam, EU
AS2265;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2266;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2267;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2268;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2269;FR-U-PARISSUD-ORSAY FR, EU
AS2270;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2271;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2272;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2273;FR-ASNBLOCK INRIA-Rocquencourt, EU
AS2274;CBO, US
AS2275;DNIC-AS-02275, US
AS2276;OCS-AS1, US
AS2277;ECUANET - CORPORACION ECUATORIANA DE INFORMACION, EC
AS2278;ORANGELABS Orange Labs OLPS, FR
AS2279;FRANCE-TELECOM-AS, FR
AS2280;OCBHONEY OCB public cloud network, FR
AS2281;OCB_HONEY_AMS OCB public cloud network, FR
AS2282;GILAS-DP PILM, FR
AS2283;OCNB OCNB Network, FR
AS2284;OCNB OCNB Network, FR
AS2285;OCB_HONEY_CDN_ASN OCB Orange Cloud Business CDN ASN, FR
AS2286;VICTORIA-SN-OL-AS Victoria secure network Orange labs, FR
AS2287;IOT-CADV-OBS-AS, FR
AS2288;FRANCE-TELECOM-AS, FR
AS2289;FRANCE-TELECOM-AS, FR
AS2290;FRANCE-TELECOM-AS, FR
AS2291;FRANCE-TELECOM-AS, FR
AS2292;FRANCE-TELECOM-AS, FR
AS2293;FRANCE-TELECOM-AS, FR
AS2294;FRANCE-TELECOM-AS, FR
AS2295;FRANCE-TELECOM-AS, FR
AS2296;FRANCE-TELECOM-AS, FR
AS2297;FRANCE-TELECOM-AS, FR
AS2298;FRANCE-TELECOM-AS, FR
AS2299;FRANCE-TELECOM-AS, FR
AS2300;ORANGE-IPX, FR
AS2301;FRANCE-TELECOM-AS, FR
AS2302;FRANCE-TELECOM-AS, FR
AS2303;FRANCE-TELECOM-AS, FR
AS2304;FRANCE-TELECOM-AS, FR
AS2305;FRANCE-TELECOM-AS, FR
AS2306;FRANCE-TELECOM-AS, FR
AS2307;FRANCE-TELECOM-AS, FR
AS2308;FRANCE-TELECOM-AS, FR
AS2309;FRANCE-TELECOM-AS, FR
AS2310;FRANCE-TELECOM-AS, FR
AS2311;FRANCE-TELECOM-AS, FR
AS2312;FRANCE-TELECOM-AS, FR
AS2313;FRANCE-TELECOM-AS, FR
AS2314;FRANCE-TELECOM-AS, FR
AS2315;FRANCE-TELECOM-AS, FR
AS2316;FRANCE-TELECOM-AS, FR
AS2317;FRANCE-TELECOM-AS, FR
AS2318;FRANCE-TELECOM-AS, FR
AS2319;FRANCE-TELECOM-AS, FR
AS2320;FRANCE-TELECOM-AS, FR
AS2321;FRANCE-TELECOM-AS, FR
AS2322;FRANCE-TELECOM-AS, FR
AS2323;FRANCE-TELECOM-AS, FR
AS2324;FRANCE-TELECOM-AS, FR
AS2325;FRANCE-TELECOM-AS, FR
AS2326;FRANCE-TELECOM-AS, FR
AS2327;FRANCE-TELECOM-AS, FR
AS2328;FRANCE-TELECOM-AS, FR
AS2329;FRANCE-TELECOM-AS, FR
AS2330;FRANCE-TELECOM-AS, FR
AS2331;FRANCE-TELECOM-AS, FR
AS2332;FRANCE-TELECOM-AS, FR
AS2333;FRANCE-TELECOM-AS, FR
AS2334;FRANCE-TELECOM-AS, FR
AS2335;FRANCE-TELECOM-AS, FR
AS2336;FRANCE-TELECOM-AS, FR
AS2337;FRANCE-TELECOM-AS, FR
AS2338;FRANCE-TELECOM-AS, FR
AS2339;FRANCE-TELECOM-AS, FR
AS2340;FRANCE-TELECOM-AS, FR
AS2341;FRANCE-TELECOM-AS, FR
AS2342;FRANCE-TELECOM-AS Direction de Systeme dInformation, FR
AS2343;FRANCE-TELECOM-AS, FR
AS2344;FRANCE-TELECOM-AS, FR
AS2345;FRANCE-TELECOM-AS, FR
AS2346;FRANCE-TELECOM-AS, FR
AS2347;FRANCE-TELECOM-AS, FR
AS2348;FRANCE-TELECOM-AS, FR
AS2349;FRANCE-TELECOM-AS, FR
AS2350;FRANCE-TELECOM-AS, FR
AS2351;FRANCE-TELECOM-AS, FR
AS2352;FRANCE-TELECOM-AS, FR
AS2353;FRANCE-TELECOM-AS, FR
AS2354;FRANCE-TELECOM-AS, FR
AS2355;FRANCE-TELECOM-AS, FR
AS2356;FRANCE-TELECOM-AS, FR
AS2357;FRANCE-TELECOM-AS, FR
AS2358;FRANCE-TELECOM-AS, FR
AS2359;FRANCE-TELECOM-AS, FR
AS2360;FRANCE-TELECOM-AS, FR
AS2361;FRANCE-TELECOM-AS, FR
AS2362;FRANCE-TELECOM-AS, FR
AS2363;FRANCE-TELECOM-AS, FR
AS2364;FRANCE-TELECOM-AS, FR
AS2365;FRANCE-TELECOM-AS, FR
AS2366;FRANCE-TELECOM-AS, FR
AS2367;FRANCE-TELECOM-AS, FR
AS2368;FRANCE-TELECOM-AS, FR
AS2369;FRANCE-TELECOM-AS, FR
AS2370;FRANCE-TELECOM-AS, FR
AS2371;FRANCE-TELECOM-AS, FR
AS2372;FRANCE-TELECOM-AS, FR
AS2373;FRANCE-TELECOM-AS, FR
AS2374;FRANCE-TELECOM-AS, FR
AS2375;FRANCE-TELECOM-AS, FR
AS2376;FRANCE-TELECOM-AS, FR
AS2377;AS-SD_INTERNET Service Flexible Internet, FR
AS2378;DOI-BIA, US
AS2379;CENTURYLINK-LEGACY-EMBARQ-WNPK, US
AS2381;WISCNET1-AS, US
AS2382;WISCNET2-AS, US
AS2383;OTA, US
AS2384;AOCNET, US
AS2385;KRIBB-AS-KR KRIBBKorea Research Institute of Bioscience Biotechnology, KR
AS2386;INS-AS, US
AS2387;FR-ASNBLOCK2 INRIA-Rocquencourt, EU
AS2388;FR-ASNBLOCK2 INRIA-Rocquencourt, EU
